id,gender,age,income,became_member_on
7604,M,72.0,64000.0,2018-07-17
7605,F,58.0,70000.0,2017-10-10
7606,F,56.0,53000.0,2018-03-03
7607,,,,2017-12-18
7608,,,,2018-07-05
7609,M,36.0,73000.0,2018-02-24
7610,M,51.0,70000.0,2017-10-06
7611,F,47.0,58000.0,2017-02-19
7612,F,69.0,114000.0,2017-07-25
7613,M,69.0,58000.0,2018-01-06
7614,M,53.0,68000.0,2014-02-02
7615,M,49.0,74000.0,2017-11-19
7616,M,50.0,73000.0,2016-07-12
7617,M,33.0,63000.0,2016-09-05
7618,F,61.0,72000.0,2018-01-22
7619,F,56.0,71000.0,2016-04-11
7620,,,,2017-11-13
7621,,,,2017-10-17
7622,F,64.0,66000.0,2018-07-22
7623,F,47.0,60000.0,2017-09-05
7624,M,26.0,50000.0,2016-05-14
7625,F,47.0,54000.0,2016-06-21
7626,F,77.0,90000.0,2014-03-13
7627,M,52.0,54000.0,2017-12-26
7628,M,23.0,49000.0,2018-02-24
7629,M,55.0,57000.0,2018-03-07
7630,F,37.0,72000.0,2018-06-18
7631,F,81.0,108000.0,2017-12-04
7632,M,51.0,72000.0,2015-08-19
7633,F,54.0,97000.0,2016-05-27
7634,M,69.0,69000.0,2017-12-26
7635,F,61.0,119000.0,2017-01-09
7636,F,85.0,104000.0,2017-03-18
7637,,,,2017-06-10
7638,F,22.0,32000.0,2017-10-16
7639,M,64.0,36000.0,2013-10-03
7640,,,,2016-02-12
7641,,,,2018-03-01
7642,,,,2017-09-10
7643,F,72.0,87000.0,2017-01-13
7644,F,49.0,52000.0,2017-10-01
7645,F,52.0,39000.0,2016-09-11
7646,M,73.0,110000.0,2017-07-17
7647,,,,2015-10-07
7648,M,46.0,76000.0,2013-10-05
7649,M,80.0,77000.0,2016-02-13
7650,M,36.0,39000.0,2018-02-09
7651,F,64.0,85000.0,2018-01-13
7652,M,86.0,59000.0,2018-02-21
7653,,,,2017-12-25
7654,M,40.0,56000.0,2013-10-04
7655,M,49.0,62000.0,2017-04-28
7656,,,,2015-10-26
7657,F,36.0,51000.0,2017-07-05
7658,M,29.0,58000.0,2017-10-25
7659,M,36.0,60000.0,2018-06-29
7660,,,,2018-01-12
7661,,,,2017-02-25
7662,O,39.0,53000.0,2015-09-13
7663,F,41.0,55000.0,2017-08-20
7664,F,86.0,72000.0,2016-11-06
7665,M,46.0,88000.0,2018-02-02
7666,F,42.0,56000.0,2016-05-20
7667,F,54.0,34000.0,2016-10-05
7668,F,47.0,82000.0,2018-01-03
7669,M,44.0,30000.0,2015-11-21
7670,F,19.0,61000.0,2016-10-31
7671,F,42.0,66000.0,2017-09-19
7672,M,57.0,97000.0,2017-10-26
7673,M,61.0,31000.0,2016-05-02
7674,M,56.0,46000.0,2017-08-21
7675,M,23.0,47000.0,2017-10-10
7676,F,54.0,109000.0,2018-03-10
7677,F,65.0,70000.0,2017-08-10
7678,F,75.0,83000.0,2018-05-25
7679,M,46.0,70000.0,2017-05-15
7680,M,69.0,51000.0,2017-10-20
7681,M,58.0,94000.0,2015-11-30
7682,M,67.0,114000.0,2016-04-09
7683,F,66.0,96000.0,2017-04-24
7684,M,18.0,38000.0,2014-02-24
7685,M,73.0,43000.0,2017-08-08
7686,M,59.0,83000.0,2016-06-11
7687,M,42.0,61000.0,2018-04-12
7688,F,84.0,37000.0,2017-12-30
7689,,,,2015-08-09
7690,,,,2017-07-27
7691,F,71.0,87000.0,2017-09-15
7692,M,52.0,91000.0,2017-07-31
7693,F,57.0,70000.0,2017-10-29
7694,,,,2017-02-18
7695,M,66.0,97000.0,2017-11-13
7696,M,58.0,72000.0,2016-01-11
7697,F,53.0,49000.0,2015-08-28
7698,,,,2017-12-01
7699,M,49.0,91000.0,2017-11-21
7700,F,56.0,55000.0,2016-07-01
7701,,,,2015-09-12
7702,F,69.0,88000.0,2017-11-05
7703,F,69.0,75000.0,2017-08-08
7704,M,25.0,61000.0,2015-08-15
7705,,,,2016-11-25
7706,M,55.0,86000.0,2017-04-06
7707,M,22.0,48000.0,2015-09-06
7708,,,,2017-04-13
7709,,,,2015-12-18
7710,M,28.0,45000.0,2018-04-29
7711,F,69.0,81000.0,2018-01-07
7712,M,56.0,43000.0,2018-01-07
7713,F,40.0,57000.0,2017-01-30
7714,M,48.0,71000.0,2018-02-24
7715,M,29.0,36000.0,2017-09-13
7716,F,49.0,82000.0,2018-06-07
7717,M,61.0,65000.0,2017-12-17
7718,F,48.0,55000.0,2017-07-29
7719,,,,2018-01-29
7720,M,48.0,57000.0,2017-11-18
7721,M,53.0,76000.0,2017-11-09
7722,M,41.0,76000.0,2017-03-10
7723,M,42.0,42000.0,2016-02-07
7724,,,,2018-03-14
7725,F,71.0,71000.0,2017-01-24
7726,M,57.0,65000.0,2018-06-16
7727,M,70.0,39000.0,2018-06-10
7728,M,58.0,64000.0,2015-06-13
7729,F,66.0,85000.0,2015-09-06
7730,F,78.0,111000.0,2017-10-30
7731,M,49.0,73000.0,2017-02-26
7732,M,57.0,83000.0,2018-06-12
7733,M,46.0,71000.0,2017-10-14
7734,F,53.0,55000.0,2015-11-21
7735,F,63.0,65000.0,2014-03-04
7736,M,61.0,67000.0,2018-04-06
7737,M,65.0,50000.0,2017-04-15
7738,F,32.0,48000.0,2018-07-05
7739,F,61.0,75000.0,2017-04-23
7740,M,58.0,69000.0,2014-01-08
7741,M,54.0,69000.0,2015-10-11
7742,M,61.0,78000.0,2017-10-14
7743,M,43.0,31000.0,2017-01-09
7744,M,46.0,94000.0,2018-03-01
7745,,,,2017-08-10
7746,,,,2017-08-08
7747,M,65.0,74000.0,2017-10-23
7748,F,72.0,94000.0,2017-06-09
7749,F,49.0,71000.0,2018-03-13
7750,M,60.0,91000.0,2015-08-27
7751,O,73.0,71000.0,2018-05-16
7752,F,30.0,66000.0,2016-05-16
7753,,,,2016-01-02
7754,M,49.0,68000.0,2018-05-21
7755,F,63.0,94000.0,2015-09-08
7756,M,45.0,35000.0,2017-12-13
7757,M,81.0,68000.0,2017-11-10
7758,F,42.0,47000.0,2018-03-13
7759,F,62.0,31000.0,2016-02-19
7760,M,26.0,66000.0,2016-10-29
7761,M,59.0,78000.0,2017-01-02
7762,,,,2017-07-22
7763,M,49.0,52000.0,2017-11-15
7764,M,40.0,62000.0,2015-12-07
7765,,,,2017-04-16
7766,M,31.0,59000.0,2016-08-06
7767,,,,2016-09-09
7768,,,,2017-08-09
7769,M,54.0,72000.0,2018-04-17
7770,M,43.0,67000.0,2017-09-03
7771,F,74.0,77000.0,2017-12-16
7772,M,65.0,73000.0,2015-08-01
7773,M,57.0,52000.0,2017-12-19
7774,F,71.0,64000.0,2016-06-11
7775,M,26.0,38000.0,2014-02-07
7776,,,,2017-01-25
7777,M,45.0,49000.0,2016-01-05
7778,M,58.0,63000.0,2014-02-04
7779,,,,2017-12-11
7780,M,49.0,83000.0,2017-04-02
7781,F,51.0,105000.0,2016-04-19
7782,M,47.0,84000.0,2016-11-04
7783,M,35.0,32000.0,2016-04-07
7784,M,40.0,49000.0,2015-06-14
7785,F,64.0,73000.0,2016-09-30
7786,M,60.0,71000.0,2018-01-05
7787,M,44.0,66000.0,2016-06-24
7788,M,61.0,67000.0,2015-05-27
7789,M,25.0,37000.0,2018-03-17
7790,F,51.0,42000.0,2018-01-20
7791,F,53.0,100000.0,2015-10-02
7792,F,46.0,82000.0,2018-03-09
7793,M,83.0,83000.0,2018-07-08
7794,F,90.0,57000.0,2018-03-19
7795,M,41.0,82000.0,2017-12-04
7796,F,65.0,39000.0,2018-01-28
7797,F,58.0,55000.0,2013-07-30
7798,M,43.0,67000.0,2014-08-17
7799,F,32.0,38000.0,2016-12-16
7800,M,26.0,66000.0,2017-08-11
7801,M,59.0,79000.0,2017-06-09
7802,M,60.0,94000.0,2017-12-26
7803,M,46.0,42000.0,2014-03-29
7804,F,33.0,37000.0,2017-03-31
7805,F,38.0,60000.0,2017-09-09
7806,F,27.0,51000.0,2016-02-10
7807,F,67.0,66000.0,2015-10-19
7808,M,25.0,74000.0,2018-07-02
7809,M,18.0,52000.0,2018-06-13
7810,M,56.0,74000.0,2017-09-10
7811,M,52.0,94000.0,2015-12-17
7812,F,53.0,96000.0,2016-01-20
7813,M,25.0,55000.0,2016-06-28
7814,M,74.0,61000.0,2017-11-24
7815,,,,2016-08-17
7816,,,,2017-01-02
7817,M,34.0,46000.0,2014-03-10
7818,M,27.0,45000.0,2017-08-28
7819,M,57.0,39000.0,2018-07-02
7820,M,74.0,63000.0,2018-01-20
7821,M,47.0,41000.0,2018-01-29
7822,M,71.0,63000.0,2017-12-04
7823,F,64.0,103000.0,2016-07-09
7824,F,65.0,95000.0,2018-03-26
7825,F,62.0,108000.0,2016-12-23
7826,M,73.0,84000.0,2016-08-13
7827,M,38.0,46000.0,2017-11-16
7828,M,49.0,81000.0,2017-12-29
7829,F,52.0,56000.0,2018-07-07
7830,F,42.0,70000.0,2017-07-26
7831,M,31.0,41000.0,2017-08-11
7832,F,75.0,72000.0,2016-03-24
7833,M,34.0,43000.0,2017-11-09
7834,F,46.0,95000.0,2017-03-18
7835,M,49.0,32000.0,2016-12-23
7836,F,57.0,49000.0,2018-03-06
7837,F,71.0,86000.0,2016-01-03
7838,M,56.0,96000.0,2018-03-30
7839,F,68.0,59000.0,2017-12-22
7840,F,57.0,92000.0,2016-10-29
7841,,,,2016-02-02
7842,O,77.0,85000.0,2016-05-30
7843,F,52.0,81000.0,2016-07-29
7844,,,,2018-07-07
7845,M,56.0,71000.0,2016-02-14
7846,M,59.0,31000.0,2018-01-10
7847,F,58.0,41000.0,2018-04-28
7848,O,21.0,60000.0,2018-02-19
7849,M,74.0,55000.0,2017-11-08
7850,M,77.0,56000.0,2017-10-12
7851,M,62.0,69000.0,2017-06-16
7852,F,63.0,75000.0,2017-10-23
7853,F,60.0,42000.0,2015-03-28
7854,F,54.0,102000.0,2017-04-25
7855,M,57.0,55000.0,2018-07-13
7856,F,85.0,38000.0,2017-08-06
7857,M,51.0,36000.0,2018-06-30
7858,M,66.0,61000.0,2018-02-11
7859,F,59.0,35000.0,2017-08-25
7860,M,28.0,68000.0,2018-06-20
7861,,,,2017-12-20
7862,,,,2016-06-05
7863,M,40.0,56000.0,2017-04-27
7864,F,52.0,88000.0,2015-12-12
7865,F,87.0,72000.0,2016-07-15
7866,F,54.0,79000.0,2018-04-19
7867,F,54.0,79000.0,2017-06-06
7868,,,,2016-05-03
7869,M,59.0,32000.0,2017-08-28
7870,F,68.0,74000.0,2017-01-24
7871,M,69.0,43000.0,2016-02-18
7872,F,48.0,31000.0,2018-02-26
7873,F,42.0,74000.0,2017-08-16
7874,M,64.0,67000.0,2018-06-15
7875,M,60.0,74000.0,2016-10-31
7876,M,21.0,31000.0,2016-02-09
7877,M,54.0,76000.0,2017-11-06
7878,M,69.0,97000.0,2015-12-13
7879,,,,2018-02-17
7880,M,82.0,97000.0,2016-12-30
7881,F,24.0,53000.0,2015-11-03
7882,F,61.0,83000.0,2016-03-24
7883,M,64.0,85000.0,2015-12-02
7884,O,61.0,69000.0,2015-12-19
7885,F,55.0,96000.0,2017-10-17
7886,,,,2017-09-13
7887,M,40.0,34000.0,2018-02-05
7888,,,,2017-09-18
7889,M,65.0,68000.0,2014-12-15
7890,M,52.0,60000.0,2018-04-02
7891,,,,2018-01-20
7892,M,65.0,89000.0,2017-04-25
7893,M,39.0,61000.0,2018-05-10
7894,M,73.0,32000.0,2016-06-17
7895,,,,2015-10-28
7896,,,,2017-11-11
7897,F,56.0,80000.0,2017-09-14
7898,F,90.0,95000.0,2018-02-05
7899,M,59.0,46000.0,2018-06-10
7900,F,56.0,67000.0,2015-09-16
7901,M,77.0,54000.0,2017-10-23
7902,M,32.0,66000.0,2018-02-14
7903,F,61.0,81000.0,2016-05-12
7904,M,44.0,52000.0,2016-06-13
7905,M,20.0,37000.0,2017-08-04
7906,M,63.0,75000.0,2016-04-29
7907,,,,2018-02-20
7908,M,60.0,78000.0,2015-12-04
7909,M,21.0,55000.0,2018-02-07
7910,F,63.0,90000.0,2016-08-06
7911,,,,2016-04-23
7912,M,83.0,56000.0,2017-04-27
7913,F,31.0,33000.0,2017-08-09
7914,M,22.0,50000.0,2018-01-25
7915,M,24.0,62000.0,2018-07-07
7916,M,35.0,46000.0,2018-06-04
7917,M,45.0,92000.0,2017-09-28
7918,F,40.0,84000.0,2018-02-26
7919,F,69.0,110000.0,2017-04-26
7920,M,78.0,117000.0,2017-07-21
7921,F,40.0,84000.0,2017-07-21
7922,M,20.0,33000.0,2015-12-14
7923,,,,2016-05-15
7924,M,46.0,51000.0,2018-07-20
7925,M,46.0,95000.0,2018-05-02
7926,M,27.0,56000.0,2018-05-05
7927,M,78.0,85000.0,2016-03-12
7928,M,75.0,51000.0,2016-04-11
7929,M,68.0,100000.0,2017-09-10
7930,M,35.0,73000.0,2017-12-03
7931,,,,2016-06-07
7932,F,60.0,84000.0,2016-12-01
7933,,,,2017-06-04
7934,M,23.0,32000.0,2018-01-11
7935,,,,2017-12-26
7936,M,67.0,67000.0,2017-12-12
7937,M,58.0,31000.0,2015-12-20
7938,F,74.0,91000.0,2015-11-18
7939,,,,2017-11-13
7940,M,77.0,83000.0,2016-03-28
7941,F,22.0,63000.0,2017-05-09
7942,M,57.0,77000.0,2017-09-08
7943,M,49.0,33000.0,2017-10-17
7944,F,63.0,118000.0,2017-08-08
7945,M,54.0,69000.0,2017-04-21
7946,,,,2018-06-24
7947,,,,2016-12-03
7948,M,31.0,46000.0,2016-06-06
7949,M,64.0,40000.0,2017-03-22
7950,M,67.0,73000.0,2015-11-14
7951,M,48.0,110000.0,2015-11-08
7952,M,52.0,65000.0,2018-01-30
7953,F,54.0,60000.0,2015-12-13
7954,M,61.0,99000.0,2016-03-27
7955,M,37.0,40000.0,2018-03-08
7956,M,37.0,68000.0,2016-07-28
7957,F,55.0,53000.0,2017-08-02
7958,M,19.0,34000.0,2017-10-31
7959,,,,2018-01-01
7960,M,24.0,63000.0,2017-08-27
7961,M,50.0,68000.0,2016-03-06
7962,F,48.0,66000.0,2017-09-18
7963,,,,2017-08-01
7964,M,61.0,31000.0,2017-08-10
7965,M,77.0,94000.0,2015-02-09
7966,F,41.0,73000.0,2016-04-13
7967,,,,2016-08-18
7968,F,69.0,89000.0,2015-10-02
7969,,,,2015-08-10
7970,F,63.0,54000.0,2017-11-12
7971,F,48.0,49000.0,2017-10-25
7972,F,79.0,95000.0,2016-02-26
7973,F,49.0,57000.0,2013-11-12
7974,F,24.0,42000.0,2017-11-14
7975,F,74.0,101000.0,2017-10-01
7976,F,50.0,70000.0,2015-06-19
7977,,,,2017-11-24
7978,M,52.0,69000.0,2017-10-30
7979,M,57.0,53000.0,2018-06-07
7980,M,62.0,45000.0,2017-08-06
7981,M,44.0,34000.0,2017-11-02
7982,M,59.0,47000.0,2017-08-29
7983,M,29.0,49000.0,2018-05-26
7984,M,30.0,47000.0,2017-08-27
7985,F,82.0,84000.0,2018-04-18
7986,M,55.0,57000.0,2016-11-20
7987,F,30.0,32000.0,2018-06-07
7988,F,72.0,66000.0,2016-11-06
7989,M,25.0,34000.0,2018-01-27
7990,F,55.0,97000.0,2016-04-20
7991,M,82.0,102000.0,2017-02-04
7992,M,65.0,78000.0,2018-07-12
7993,M,70.0,100000.0,2015-08-21
7994,M,93.0,60000.0,2016-05-18
7995,M,71.0,84000.0,2017-10-21
7996,,,,2016-10-14
7997,F,80.0,84000.0,2017-05-10
7998,,,,2016-04-11
7999,M,77.0,87000.0,2017-12-08
8000,M,51.0,101000.0,2017-07-02
8001,F,67.0,79000.0,2018-05-07
8002,M,63.0,86000.0,2018-02-01
8003,M,21.0,37000.0,2017-10-12
8004,,,,2016-09-26
8005,F,55.0,108000.0,2018-04-23
8006,M,60.0,67000.0,2018-01-30
8007,M,74.0,76000.0,2016-05-11
8008,F,66.0,92000.0,2017-09-02
8009,,,,2017-09-02
8010,M,63.0,61000.0,2014-09-05
8011,F,80.0,99000.0,2017-06-10
8012,F,43.0,56000.0,2018-01-16
8013,F,60.0,32000.0,2018-04-16
8014,M,28.0,59000.0,2017-10-30
8015,M,65.0,105000.0,2018-01-03
8016,,,,2016-11-07
8017,M,76.0,59000.0,2013-09-25
8018,,,,2016-07-16
8019,M,86.0,56000.0,2016-02-20
8020,F,57.0,39000.0,2018-02-17
8021,M,58.0,84000.0,2018-07-25
8022,M,63.0,73000.0,2017-08-28
8023,F,81.0,74000.0,2017-04-01
8024,M,24.0,60000.0,2015-08-29
8025,M,57.0,85000.0,2017-07-14
8026,F,48.0,53000.0,2016-10-18
8027,M,38.0,67000.0,2018-06-21
8028,F,41.0,80000.0,2017-01-02
8029,M,70.0,114000.0,2017-05-23
8030,F,52.0,83000.0,2017-11-18
8031,F,52.0,90000.0,2018-04-26
8032,M,50.0,98000.0,2016-07-12
8033,,,,2017-11-16
8034,M,27.0,32000.0,2017-10-23
8035,,,,2015-09-06
8036,,,,2018-04-24
8037,F,59.0,90000.0,2017-08-02
8038,F,60.0,87000.0,2016-07-27
8039,M,33.0,33000.0,2018-03-23
8040,O,92.0,97000.0,2015-08-31
8041,F,57.0,91000.0,2017-11-23
8042,M,29.0,64000.0,2013-12-14
8043,F,64.0,44000.0,2017-11-09
8044,M,49.0,88000.0,2018-04-14
8045,F,29.0,59000.0,2018-02-20
8046,M,68.0,92000.0,2017-10-27
8047,F,64.0,108000.0,2017-02-18
8048,M,51.0,33000.0,2018-01-30
8049,M,58.0,74000.0,2018-03-28
8050,M,52.0,69000.0,2017-06-06
8051,O,70.0,41000.0,2018-04-25
8052,F,50.0,44000.0,2013-12-11
8053,M,63.0,48000.0,2018-02-26
8054,M,66.0,42000.0,2017-09-29
8055,M,37.0,32000.0,2016-08-01
8056,M,42.0,32000.0,2018-01-10
8057,M,22.0,36000.0,2017-05-10
8058,F,72.0,109000.0,2018-01-18
8059,M,44.0,63000.0,2016-01-25
8060,M,22.0,72000.0,2016-09-11
8061,,,,2016-03-06
8062,,,,2017-10-07
8063,M,25.0,67000.0,2018-04-16
8064,M,65.0,45000.0,2017-11-22
8065,F,67.0,51000.0,2015-08-11
8066,M,53.0,66000.0,2014-02-20
8067,,,,2013-09-20
8068,M,83.0,76000.0,2017-01-01
8069,F,88.0,68000.0,2017-08-30
8070,M,48.0,54000.0,2018-07-14
8071,F,70.0,117000.0,2016-11-18
8072,,,,2018-03-01
8073,,,,2018-04-03
8074,M,56.0,55000.0,2017-12-13
8075,,,,2015-10-12
8076,M,66.0,46000.0,2018-01-27
8077,M,41.0,62000.0,2017-08-27
8078,,,,2017-04-24
8079,M,54.0,97000.0,2018-05-04
8080,M,82.0,32000.0,2018-07-26
8081,F,40.0,85000.0,2015-09-03
8082,F,41.0,64000.0,2017-01-13
8083,M,21.0,52000.0,2016-10-30
8084,M,44.0,75000.0,2017-02-17
8085,M,34.0,31000.0,2017-10-08
8086,M,56.0,71000.0,2016-08-31
8087,F,63.0,110000.0,2018-04-07
8088,,,,2016-12-13
8089,F,74.0,57000.0,2015-12-22
8090,F,97.0,71000.0,2017-10-04
8091,F,34.0,41000.0,2017-10-11
8092,F,83.0,56000.0,2018-02-20
8093,M,45.0,96000.0,2018-04-22
8094,M,20.0,61000.0,2017-09-06
8095,F,27.0,31000.0,2017-06-25
8096,F,62.0,69000.0,2015-03-23
8097,M,34.0,66000.0,2015-03-07
8098,F,92.0,57000.0,2018-04-01
8099,M,26.0,42000.0,2017-09-08
8100,M,44.0,59000.0,2016-11-11
8101,M,25.0,35000.0,2017-02-20
8102,,,,2015-11-08
8103,F,54.0,45000.0,2017-11-10
8104,M,56.0,72000.0,2017-07-13
8105,M,54.0,60000.0,2018-02-11
8106,M,67.0,91000.0,2016-08-06
8107,M,87.0,33000.0,2018-06-10
8108,,,,2017-11-21
8109,O,33.0,70000.0,2016-02-09
8110,F,84.0,71000.0,2017-10-27
8111,O,42.0,89000.0,2018-04-10
8112,M,18.0,34000.0,2018-01-20
8113,,,,2018-06-04
8114,F,53.0,54000.0,2018-06-07
8115,F,72.0,74000.0,2017-11-05
8116,F,77.0,119000.0,2017-12-29
8117,,,,2017-10-17
8118,M,61.0,44000.0,2018-03-13
8119,F,95.0,71000.0,2017-03-04
8120,F,67.0,94000.0,2018-03-25
8121,M,70.0,78000.0,2015-12-16
8122,M,58.0,73000.0,2018-04-22
8123,F,27.0,62000.0,2018-03-13
8124,F,76.0,109000.0,2017-03-17
8125,F,73.0,80000.0,2017-03-25
8126,F,50.0,108000.0,2017-08-21
8127,,,,2017-08-11
8128,M,32.0,62000.0,2017-10-13
8129,M,21.0,45000.0,2017-04-22
8130,M,64.0,71000.0,2016-07-24
8131,M,59.0,83000.0,2016-10-15
8132,M,46.0,59000.0,2018-02-01
8133,,,,2015-09-22
8134,F,55.0,76000.0,2018-02-21
8135,M,71.0,69000.0,2018-01-01
8136,F,72.0,42000.0,2017-04-27
8137,F,80.0,92000.0,2015-10-27
8138,M,42.0,59000.0,2015-10-22
8139,,,,2018-03-12
8140,,,,2018-04-13
8141,F,66.0,52000.0,2017-07-27
8142,M,71.0,32000.0,2015-03-04
8143,M,80.0,49000.0,2017-11-19
8144,,,,2017-08-04
8145,F,32.0,52000.0,2016-04-23
8146,M,79.0,33000.0,2017-09-26
8147,M,20.0,35000.0,2017-01-09
8148,M,78.0,111000.0,2016-05-16
8149,F,75.0,80000.0,2017-12-01
8150,O,62.0,67000.0,2017-06-08
8151,,,,2017-03-19
8152,M,85.0,117000.0,2017-02-16
8153,F,48.0,64000.0,2018-07-26
8154,M,42.0,67000.0,2016-04-16
8155,M,40.0,68000.0,2017-01-12
8156,M,84.0,43000.0,2015-08-08
8157,,,,2017-03-17
8158,M,53.0,58000.0,2017-12-13
8159,M,51.0,73000.0,2014-11-05
8160,M,66.0,105000.0,2017-03-07
8161,F,27.0,36000.0,2017-09-28
8162,M,57.0,93000.0,2018-05-30
8163,M,54.0,86000.0,2017-07-27
8164,M,49.0,94000.0,2017-12-03
8165,M,25.0,67000.0,2018-02-25
8166,M,32.0,62000.0,2018-07-18
8167,F,93.0,92000.0,2018-03-19
8168,M,68.0,50000.0,2016-01-23
8169,F,62.0,48000.0,2015-09-02
8170,F,61.0,86000.0,2018-04-26
8171,,,,2015-09-14
8172,M,38.0,76000.0,2017-12-28
8173,M,55.0,55000.0,2018-03-19
8174,M,23.0,60000.0,2018-07-15
8175,M,43.0,54000.0,2016-02-28
8176,F,22.0,44000.0,2017-04-17
8177,M,45.0,42000.0,2017-10-15
8178,M,80.0,64000.0,2016-07-23
8179,F,68.0,78000.0,2016-04-01
8180,M,67.0,38000.0,2015-03-15
8181,F,57.0,33000.0,2017-09-14
8182,M,46.0,54000.0,2016-10-22
8183,F,41.0,77000.0,2016-04-16
8184,M,52.0,37000.0,2018-02-14
8185,F,45.0,95000.0,2015-01-17
8186,M,58.0,34000.0,2017-08-07
8187,M,73.0,70000.0,2018-02-25
8188,M,36.0,47000.0,2018-06-03
8189,F,64.0,73000.0,2015-09-16
8190,F,44.0,62000.0,2016-09-19
8191,,,,2015-12-16
8192,M,43.0,73000.0,2014-01-27
8193,F,63.0,76000.0,2018-03-04
8194,,,,2018-04-24
8195,,,,2018-04-16
8196,,,,2017-08-10
8197,M,67.0,51000.0,2018-06-25
8198,F,59.0,108000.0,2016-03-26
8199,M,28.0,70000.0,2017-11-25
8200,M,67.0,71000.0,2017-11-25
8201,M,46.0,40000.0,2018-05-16
8202,,,,2015-09-03
8203,M,76.0,54000.0,2018-05-15
8204,,,,2016-04-05
8205,F,39.0,53000.0,2016-11-15
8206,M,74.0,50000.0,2015-09-21
8207,F,51.0,74000.0,2017-11-20
8208,M,60.0,42000.0,2017-09-30
8209,F,24.0,52000.0,2018-02-20
8210,M,63.0,64000.0,2015-01-18
8211,M,55.0,58000.0,2016-06-24
8212,F,60.0,81000.0,2015-10-07
8213,M,68.0,118000.0,2018-01-08
8214,M,63.0,49000.0,2018-03-25
8215,M,27.0,72000.0,2014-04-05
8216,M,69.0,86000.0,2016-11-07
8217,M,44.0,51000.0,2017-09-09
8218,F,34.0,42000.0,2018-03-04
8219,,,,2018-02-04
8220,F,46.0,82000.0,2014-06-24
8221,F,70.0,35000.0,2018-06-29
8222,F,90.0,51000.0,2017-01-26
8223,,,,2016-12-27
8224,F,82.0,81000.0,2016-06-04
8225,M,37.0,64000.0,2015-02-28
8226,M,41.0,75000.0,2018-03-11
8227,F,66.0,46000.0,2017-12-28
8228,M,40.0,69000.0,2018-06-21
8229,F,60.0,56000.0,2018-05-14
8230,F,59.0,75000.0,2017-07-19
8231,F,42.0,78000.0,2017-10-15
8232,F,56.0,93000.0,2017-05-28
8233,F,88.0,33000.0,2016-05-06
8234,F,26.0,54000.0,2018-05-13
8235,M,55.0,45000.0,2016-11-05
8236,F,50.0,72000.0,2016-03-09
8237,F,47.0,67000.0,2015-01-31
8238,M,60.0,32000.0,2014-09-27
8239,M,39.0,39000.0,2017-09-11
8240,M,51.0,75000.0,2017-11-04
8241,M,39.0,62000.0,2015-05-27
8242,F,73.0,52000.0,2016-05-19
8243,F,44.0,75000.0,2016-03-20
8244,M,63.0,56000.0,2016-11-29
8245,F,52.0,54000.0,2017-05-28
8246,F,68.0,55000.0,2018-01-26
8247,M,26.0,44000.0,2017-07-24
8248,F,55.0,82000.0,2018-02-09
8249,,,,2018-05-20
8250,,,,2016-09-11
8251,F,56.0,110000.0,2017-12-07
8252,F,57.0,79000.0,2015-10-05
8253,F,33.0,40000.0,2018-01-04
8254,F,55.0,79000.0,2017-11-19
8255,M,53.0,100000.0,2014-12-01
8256,F,67.0,111000.0,2016-04-08
8257,,,,2015-09-23
8258,M,65.0,33000.0,2017-07-21
8259,F,21.0,49000.0,2017-10-30
8260,M,85.0,53000.0,2014-08-08
8261,,,,2018-05-01
8262,M,26.0,38000.0,2017-08-15
8263,M,84.0,37000.0,2017-11-25
8264,M,61.0,117000.0,2017-08-02
8265,M,69.0,71000.0,2017-02-06
8266,F,77.0,46000.0,2016-01-01
8267,F,65.0,81000.0,2018-04-29
8268,F,58.0,71000.0,2018-06-21
8269,F,33.0,40000.0,2017-07-28
8270,F,32.0,54000.0,2018-04-04
8271,F,75.0,60000.0,2017-06-13
8272,,,,2017-06-27
8273,M,81.0,74000.0,2018-06-21
8274,F,60.0,83000.0,2017-11-24
8275,F,64.0,71000.0,2017-10-31
8276,M,37.0,51000.0,2016-02-08
8277,O,52.0,84000.0,2015-12-01
8278,M,42.0,74000.0,2018-02-16
8279,F,20.0,48000.0,2017-07-31
8280,M,27.0,66000.0,2017-11-17
8281,O,71.0,86000.0,2018-04-18
8282,M,37.0,69000.0,2018-02-19
8283,F,74.0,50000.0,2017-08-18
8284,F,65.0,89000.0,2017-09-02
8285,,,,2018-04-26
8286,F,48.0,96000.0,2018-02-03
8287,M,43.0,45000.0,2016-11-14
8288,F,55.0,77000.0,2017-12-13
8289,M,67.0,62000.0,2017-09-19
8290,F,56.0,57000.0,2016-07-03
8291,M,39.0,36000.0,2013-10-15
8292,M,78.0,57000.0,2013-12-29
8293,M,44.0,51000.0,2018-02-22
8294,M,69.0,57000.0,2018-05-15
8295,M,31.0,40000.0,2015-09-04
8296,F,50.0,73000.0,2017-08-25
8297,M,64.0,98000.0,2017-07-03
8298,M,54.0,53000.0,2018-02-04
8299,,,,2018-04-09
8300,M,44.0,60000.0,2014-09-15
8301,F,54.0,74000.0,2017-07-04
8302,,,,2018-04-15
8303,,,,2017-12-24
8304,,,,2018-05-06
8305,M,65.0,32000.0,2018-07-22
8306,F,56.0,83000.0,2016-10-01
8307,M,81.0,81000.0,2017-12-14
8308,M,75.0,87000.0,2017-04-15
8309,M,46.0,56000.0,2017-08-25
